# Constructed from biom file
#OTU ID	515rcbc32	515rcbc25	515rcbc16	515rcbc34	515rcbc29	515rcbc11	515rcbc31	515rcbc33	515rcbc10	515rcbc9	515rcbc8	515rcbc12	515rcbc27	515rcbc19	515rcbc30	515rcbc23	515rcbc22	515rcbc28	515rcbc37	515rcbc17	515rcbc14	515rcbc35	515rcbc18	515rcbc13	515rcbc36	515rcbc15	515rcbc24	515rcbc21	515rcbc26	515rcbc20
D_0__Archaea;D_1__Euryarchaeota;D_2__Methanobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Euryarchaeota;D_2__Thermoplasmata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Archaea;D_1__Nanoarchaeaeota;D_2__Woesearchaeia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0
D_0__Archaea;D_1__Thaumarchaeota;D_2__Nitrososphaeria	0.0133333333333	0.01	0.0283333333333	0.0383333333333	0.0233333333333	0.00833333333333	0.01	0.0233333333333	0.015	0.065	0.00666666666667	0.0	0.0183333333333	0.025	0.0583333333333	0.0266666666667	0.015	0.0633333333333	0.0233333333333	0.0383333333333	0.0416666666667	0.0316666666667	0.03	0.0333333333333	0.00833333333333	0.035	0.0566666666667	0.0183333333333	0.0616666666667	0.02
D_0__Bacteria;D_1__Acidobacteria;D_2__AT-s3-28	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia	0.05	0.0916666666667	0.0283333333333	0.00333333333333	0.005	0.0183333333333	0.0216666666667	0.0116666666667	0.0166666666667	0.00166666666667	0.116666666667	0.00833333333333	0.00166666666667	0.00833333333333	0.0	0.00333333333333	0.00166666666667	0.005	0.00833333333333	0.0	0.00333333333333	0.0	0.00166666666667	0.00333333333333	0.00333333333333	0.00333333333333	0.00166666666667	0.005	0.00166666666667	0.01
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4)	0.0316666666667	0.04	0.0383333333333	0.0366666666667	0.0316666666667	0.025	0.0433333333333	0.03	0.0383333333333	0.0683333333333	0.0166666666667	0.0483333333333	0.0283333333333	0.0383333333333	0.0333333333333	0.0483333333333	0.0516666666667	0.0433333333333	0.035	0.0266666666667	0.0333333333333	0.12	0.045	0.035	0.00833333333333	0.03	0.0433333333333	0.04	0.04	0.0266666666667
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae	0.00166666666667	0.00166666666667	0.00166666666667	0.00166666666667	0.00333333333333	0.00333333333333	0.00166666666667	0.00166666666667	0.00166666666667	0.005	0.005	0.00166666666667	0.00333333333333	0.00166666666667	0.00666666666667	0.00333333333333	0.00666666666667	0.00166666666667	0.00833333333333	0.00333333333333	0.00666666666667	0.00166666666667	0.00333333333333	0.005	0.0	0.00333333333333	0.00166666666667	0.00666666666667	0.00333333333333	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11	0.0	0.0	0.00166666666667	0.0183333333333	0.00666666666667	0.0	0.00166666666667	0.00166666666667	0.00333333333333	0.005	0.0	0.00166666666667	0.00333333333333	0.00333333333333	0.00666666666667	0.00333333333333	0.00333333333333	0.00166666666667	0.00166666666667	0.00166666666667	0.00333333333333	0.00166666666667	0.00333333333333	0.00166666666667	0.0	0.0	0.0	0.005	0.02	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333333333333	0.0	0.0	0.0	0.00666666666667	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.00166666666667	0.00166666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
